"ISSN"
"01215469"
"16579534, 01208322"
"-"
"-"
"15414612, 15414620"
"19336594, 19336586"
"19492006"
"15334899, 15334880"
"02666979, 13652451"
"07387806"
"-"
"-"
"-"
"-"
"2151321X, 21513228"
"23316055, 2331608X"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"15392880, 07300832"
"10688471"
"19983808, 09713026"
"02762374"
"21535965"
"-"
"00373222, 15383555"
"-"
"-"
"-"
"-"
"-"
"15589250"
"15481115, 15481123"
"-"
"19349270, 19349289"
"21621195"
"0967201X, 17522285"
"-"
"21593469"
"-"
"-"
"15736679, 00312789"
"15367118, 1536710X"
"00916471"
"00922323"
"-"
"10823409"
"15224600"
"0160449X"
"15470423"
"22135154, 15677559"
"10981071, 10427163"
"-"
"-"
"-"
"19401191, 00357529"
"1470112X, 13569783"
"-"
"15481107, 15481093"
"01466283"
"-"
"-"
"-"
"07315082"
"02751879, 17544505"
"-"
"-"
"1942390X, 19423918"
"19473184, 19473176"
"13138502"
"-"
"-"
"15525244"
"-"
"15701468, 1570145X"
"15326578, 10620303"
"15538338, 15538605"
"23256206, 23256192"
"19479603, 1947959X"
"00111619, 19399138"
"14469235, 14798425"
"-"
"1945404X, 00907421"
"23344555, 23344547"
"21619646"
"1939182X, 19391811"
"19484984"
"23743832"
"10489053"
"01039733"
"02702932"
"-"
"-"
"-"
"-"
"10834877, 15739139"
"21569614"
"17449626"
"14779714, 14797194"
"20491123, 22338659"
"00197289"
"21542317, 21542287"
"-"
"-"
"-"
"-"
"-"
"19328095, 19328087"
"-"
"-"
"00228567"
"15393100"
"21557101, 21557098"
"10544887"
"-"
"-"
"-"
"19436092"
"19493991"
"10955674"
"19349645, 19349637"
"15586235, 1930076X"
"14774569, 13633554"
"25740954"
"19415923"
"-"
"-"
"-"
"-"
"15273172, 15557960"
"10467890"
"19425613, 01455613"
"10129405, 21907668"
"-"
"-"
"23343745"
"19376537, 19376529"
"02793695"
"02196492, 17936926"
"21609926, 21609918"
"-"
"-"
"15407535"
"21674868"
"00101931"
"21501173"
"-"
"-"
"10981861"
"15270904"
"15328546"
"19328540"
"21645256"
"-"
"-"
"10636145, 15309274"
"19419449, 19419430"
"00182680"
"-"
"-"
"-"
"15360644, 15381943"
"-"
"0194262X, 15411109"
"10583300, 18735924"
"-"
"-"
"-"
"10586180"
"19390610, 10934510"
"04409213"
"00976326"
"-"
"-"
"19490968, 1949095X"
"-"
"-"
"1947945X, 19479468"
"-"
"-"
"-"
"15306429"
"10486909"
"-"
"-"
"08227942"
"19351933, 19351984"
"15322327, 07328303"
"19475144, 00963712, 19475136"
"21516952"
"0278940X"
"19367406, 19367414"
"-"
"-"
"-"
"-"
"01447394, 20478720"
"00393193"
"00346446"
"-"
"-"
"-"
"-"
"0196948X"
"21967237, 21967229"
"19372841"
"15350770"
"21953880, 21953899"
"15375137, 23263296"
"19374585, 19374577"
"15434079, 15224740"
"19419074, 19419066"
"-"
"-"
"-"
"-"
"-"
"10648046"
"0097966X"
"-"
"15336247, 00031615"
"22110844, 22110852"
"15406008"
"-"
"19458851, 1945886X"
"17446740, 17552710"
"1560229X, 10179909"
"19926049, 02560046"
"24712086"
"-"
"-"
"15581780"
"23739231"
"-"
"-"
"-"
"07380577, 15413098"
"21518025, 21518017"
"00463663"
"-"
"-"
"10608265, 19330251"
"19434618, 15526100"
"10669868, 15286959"
"00178322"
"1064590X"
"23284633, 23285273"
"21600562, 00029157"
"-"
"15555259, 15555240"
"1520572X, 10826076"
"15321819, 15324230"
"15563693"
"-"
"-"
"-"
"16057422"
"15219097"
"21555753"
"1550445X"
"10852352, 15407330"
"10910786, 10709762"
"16875249, 16875257"
"00114162, 23266929"
"1068364X, 19348398"
"14777622, 15572943"
"16877101, 1687711X"
"-"
"-"
"-"
"00387010, 15322289"
"-"
"-"
"-"
"18366716, 13212753"
"19457049, 10613749"
"19477503, 24727466"
"15483916, 15483908"
"-"
"15738515, 03617610"
"-"
"-"
"19475772, 19475764"
"-"
"19492081"
"07400675, 21521026"
"10872108"
"-"
"19345070"
"0969160X, 21562245"
"-"
"-"
"00263141"
"15563499"
"15501337, 15501876"
"21524114"
"17434637, 14603799"
"10637125"
"-"
"-"
"01919601, 15263347"
"00239186"
"19447396, 10969012"
"10642315"
"17427355, 17427363"
"19440367"
"21665478"
"15271994, 0935560X"
"00178039"
"25738046, 21630097"
"07402783"
"-"
"-"
"-"
"-"
"-"
"-"
"22290443"
"15485129, 1557380X"
"-"
"-"
"21911630, 21911649"
"08838542"
"2347565X"
"23338326, 23338334"
"15526771, 00961442"
"-"
"-"
"-"
"02682141"
"23105070, 2311004X"
"00298115"
"87507315, 19308264"
"00029726"
"15251810"
"-"
"08905436, 15324249"
"15580954, 10971475"
"19430787, 19430779"
"16839919"
"-"
"-"
"15417719"
"-"
"-"
"00218723, 19452314"
"15369617, 00208167"
"2150766X, 21507678"
"01934872"
"-"
"15739325, 00392316"
"0015704X"
"15579298, 00128775"
"1942647X"
"21511349"
"-"
"15272079, 00318213"
"15282651, 10988394"
"20900147, 20900155"
"21654077"
"19437714, 10630198"
"01964399, 18734391"
"-"
"02769948"
"00380741, 15739279"
"15228681"
"15236919, 15243303"
"10921206"
"10575677"
"19767684"
"00151386, 15338630"
"-"
"15330389, 1533015X"
"-"
"-"
"02714310"
"15539768"
"17552842, 14651211"
"10736077, 17446171"
"-"
"15423034, 1023621X"
"1943068X, 19430698"
"23784873"
"10744827"
"1521298X"
"-"
"-"
"1044677X"
"10265511, 10655131"
"1941126X, 19411278"
"21618070"
"03069885, 14693534"
"-"
"-"
"-"
"-"
"-"
"00298077"
"00260673, 15738973"
"15528030, 15528049"
"10904999"
"00012505"
"00974463"
"15430375, 0002726X"
"-"
"15505154, 10638628"
"-"
"-"
"15551369"
"15563715, 15563707"
"16874722, 16874714"
"-"
"21627223, 00109894"
"-"
"21582459, 00819557"
"00986151"
"23248440"
"15488578"
"15252647"
"02589184"
"-"
"00652717"
"-"
"00267929"
"15571947, 15571939"
"03601234, 15324109"
"00207411, 15579328"
"15483665, 15483657"
"14733145, 17461405"
"11741740, 11771801"
"1092910X"
"-"
"-"
"-"
"0022152X"
"19473540, 19473532"
"21518556, 00188646"
"03614395"
"00121533, 17461049"
"00432296"
"00949000, 15477363"
"15433706, 10705422"
"19423896, 19423888"
"17389445"
"15550788, 1555077X"
"10787275"
"23720484, 23720468"
"-"
"15443973, 15443566"
"15229114, 15228959"
"-"
"15594122"
"15598616, 15598608"
"-"
"-"
"23332085"
"-"
"17529182, 14779757"
"19398115, 19398018"
"21646341, 21646325"
"1525609X, 00222348"
"19354932, 19354940"
"15427528, 15427536"
"10632921, 19307799"
"15256030, 10739149"
"-"
"15738337, 10600396"
"02733072"
"-"
"-"
"14680122, 02643944"
"00094536, 21926549"
"18725120, 19398042"
"18641245, 15477029"
"15214672, 15479684"
"-"
"-"
"15738388, 00093130"
"15309320"
"25753126"
"-"
"20416962, 00384283"
"15287092"
"09639470, 14617293"
"00030139, 15473848"
"10723374, 15738795"
"15420353, 15420361"
"-"
"00384348, 15418243"
"23333553, 00786209"
"00211753, 15456994"
"17496535, 17496543"
"-"
"-"
"21967202, 21967210"
"10520147"
"-"
"19440472, 19440464"
"15360539, 15360288"
"15355675, 00914916"
"17471540, 17471532"
"15538362"
"00030031"
"23737972"
"19387989, 19387997"
"15336263, 03021475"
"24742376, 24746509"
"-"
"10643842"
"08996180, 10852581"
"00959782, 15728927"
"15556824"
"19485719"
"19364717, 1098092X"
"20557671, 2055768X"
"15597776, 15597768"
"-"
"-"
"15513440"
"1094429X, 15739295"
"01609513, 15409481"
"-"
"00260894, 15738892"
"10428232"
"15375366, 00472530"
"19484801, 07377363"
"15263711"
"19478496, 19478488"
"20086970, 20084935"
"-"
"-"
"0164212X, 15413101"
"17514851, 1751486X"
"15575977, 15575969"
"03620972"
"15365581, 15411508"
"23329025, 23329017"
"1536593X, 10915397"
"10991689, 09600833"
"-"
"-"
"19477910, 10523073"
"15470148, 15470156"
"24721832, 24721840"
"15509087"
"21659559"
"05891019, 1557170X"
"-"
"00028320"
"25206478, 25723928"
"19328745, 01610457"
"-"
"10482911, 15413772"
"10550925, 19389744"
"21590370, 21590389"
"-"
"-"
"05695503"
"15257770, 15322335"
"18752152, 18752160"
"-"
"00653411"
"-"
"-"
"21622590, 21622604"
"-"
"-"
"-"
"15527441, 00483931"
"00240966"
"17519861, 10712089"
"08857458"
"10664807"
"-"
"0029666X, 15389839"
"19492944, 19492952"
"08327823"
"24054526"
"87568225"
"09465448"
"10991158, 10769307"
"09763546, 09754253"
"-"
"15301605"
"18794238, 18794246"
"20420072, 20908067"
"10096124"
"0890913X"
"-"
"-"
"-"
"08908575, 19397445"
"-"
"-"
"-"
"-"
"-"
"10863249, 10546863"
"09277544"
"08932190, 15505073"
"14172917"
"1353985X"
"0195623X"
"10889299"
"15313263, 10547460"
"1077727X, 15523934"
"00092355, 15738329"
"20102763"
"-"
"10911421"
"01905848, 15394565"
"00221953, 15309169"
"-"
"-"
"18776337, 18776345"
"10586393"
"23737530"
"10844309, 15577309"
"-"
"-"
"-"
"1533256X"
"1937321X, 2151318X"
"15286940, 10599231"
"10553835, 21611874"
"19418655, 19418647"
"15501329, 15501477"
"15473333, 08873267"
"15450864, 07359683"
"-"
"00093122, 15738353"
"19364490, 08250383"
"-"
"0967828X"
"0145482X"
"22132945"
"10806547, 00138304"
"10970967, 00080845"
"24755257"
"10475192"
"00988588, 2375835X"
"16878132, 16878140"
"-"
"-"
"21632367, 19386974"
"20413009, 09544089"
"-"
"17445809, 02646196"
"15546578, 00029564"
"-"
"15206858, 10981241"
"-"
"-"
"-"
"-"
"22275223, 20952899"
"10991131, 10745351"
"10946969"
"10450300"
"-"
"-"
"-"
"19433662, 10936793"
"1939747X, 19397291"
"21654700"
"-"
"13892576, 15737632"
"21591237"
"-"
"01641263, 19425473"
"0029344X"
"1068820X, 1573885X"
"15406997, 10495142"
"24704067, 24704075"
"16878078, 1687806X"
"07591063, 20702779"
"15429733, 15429741"
"19476108, 19476094"
"10927697, 15737748"
"15346617, 00187143"
"-"
"10982760, 08952477"
"15377938"
"14754916, 14764245"
"08404704"
"-"
"-"
"-"
"-"
"10609857"
"2574173X"
"15470644, 08963568"
"19490305"
"00259284, 19432828"
"-"
"-"
"00225053, 15384586"
"19427808, 19324510"
"18695582, 18695590"
"-"
"15426440, 15426432"
"15322378, 10495398"
"-"
"-"
"23328975, 23328983"
"2169432X"
"10627375, 15337995"
"15378039, 15378020"
"23759259"
"00027685"
"-"
"23522151"
"15315754"
"-"
"15594491"
"23302186"
"01635999"
"15525864"
"20423292, 09577734"
"15580962, 10611940"
"21532648"
"08927545"
"-"
"20903995, 20903987"
"-"
"11786221"
"-"
"18604676, 16121287"
"0040781X"
"-"
"-"
"15222055, 15488454"
"00253324"
"-"
"15259951"
"0010065X"
"00036056"
"-"
"-"
"15360253, 08948771"
"2151870X"
"-"
"10601325"
"15286916, 08854726"
"00044687, 1533838X"
"00721077"
"-"
"2196436X, 21983526"
"-"
"00168076"
"15719545"
"00035491, 15341518"
"00435597"
"1544273X"
"14371049, 00389145"
"-"
"15231496, 10992871"
"01914537"
"20534841, 20534833"
"1937190X, 19371918"
"17577802"
"-"
"19417497, 00222909"
"15370437, 10566171"
"19478410, 19478402"
"19430590, 19430582"
"00114642, 15729141"
"15388654, 15277941"
"-"
"15327892, 15210960"
"1043898X, 15279464"
"-"
"20498535, 1754730X"
"2150136X, 21501351"
"21929262, 21929270"
"19303955, 0894203X"
"2156972X"
"21522057, 21522073"
"-"
"20901860, 20901852"
"00279684, 19434693"
"15381145, 15274160"
"15475816, 1553166X"
"00220124, 19382472"
"1099047X, 10964290"
"15589323, 1551319X"
"10893539"
"14757575, 03004279"
"-"
"-"
"-"
"00394238"
"-"
"01968599"
"21622752, 19489137"
"10988963, 07399529"
"01617109"
"23815892, 21583897"
"-"
"19355726, 19355734"
"22140271"
"15240703, 15240711"
"25902873, 25902865"
"10662936"
"01620436, 15737837"
"-"
"08879672"
"00941700, 21558450"
"21582874, 21582866"
"15325024, 15325032"
"07490208, 15515036"
"1936606X, 01635158"
"-"
"10844791, 19364830"
"10523812"
"-"
"00904481, 19382359"
"10826742"
"10884602"
"-"
"-"
"-"
"15394093, 15245004"
"15407349, 08841233"
"10603271"
"10848223"
"00917370, 15508080"
"00917710, 21533806"
"10680667, 15733440"
"21602204"
"15415457"
"21601968"
"07304625, 15388646"
"-"
"15407322, 08952841"
"21596182"
"19383525, 19383517"
"1087688X"
"00030678, 10806490"
"21674191, 21674205"
"-"
"10913734"
"15524256, 15524264"
"01496085, 17454565"
"10747583"
"19322135"
"24519936"
"-"
"00397911, 15322432"
"-"
"15390136"
"15733416, 08914486"
"23328894, 23328908"
"15523055, 15234223"
"-"
"10806032, 15451534"
"15326349, 15324214"
"19433301, 00332836"
"1557055X, 15570541"
"-"
"-"
"22925511, 22925503"
"00270520"
"00014346, 15738876"
"19326246"
"15734994, 10530509"
"-"
"-"
"00280739"
"15465012, 15462234"
"19481837, 21946353"
"21642958"
"1095323X"
"-"
"15508781"
"10668969, 19402465"
"10642684"
"15338371, 08883254"
"15219615"
"-"
"18670520, 18670539"
"-"
"19466560, 19466579"
"15741443, 15741451"
"15222179, 15390705"
"1538151X, 15381501"
"10534628"
"-"
"15205754, 01496395"
"15317714"
"15595706, 15595692"
"00115266, 15486192"
"2305221X, 23052228"
"19371578, 19351089"
"-"
"-"
"17476585"
"15442721, 19434421"
"00812463"
"15495418, 15578550"
"23783524, 21640262"
"19451474, 10622551"
"10752765, 15363686"
"-"
"00954918"
"14601559, 17552850"
"01650653, 15733246"
"15581500, 00999474, 03611434"
"03623319"
"00944289, 15288889"
"02795442, 19408250"
"1872969X, 01466453"
"1946391X, 19463928"
"-"
"01904167, 15324087"
"19416911"
"16878159, 16878167"
"-"
"14322153, 09381287"
"00138797"
"1539607X, 15396088"
"15346102, 21648212"
"22285547, 22285970"
"00207071"
"07380569, 15287033"
"10718443"
"23766980"
"-"
"00786179"
"20515707"
"21946698, 2194668X"
"21512124, 02698803"
"10444017"
"10943420, 17412846"
"15406288, 07328516"
"16871499, 16871472"
"19338244"
"10682805"
"01640925"
"15518833, 0003150X"
"08880395"
"10899995"
"1546542X, 17447402"
"23761199, 23761202"
"-"
"-"
"-"
"15346188, 00308870"
"10715568"
"15431649"
"15581756, 02721716"
"00383910"
"15332985, 15332993"
"10955143"
"14791811, 14697017"
"10772618"
"23247355"
"15592960, 15590968"
"25164236"
"10926755"
"-"
"19389736"
"19325134, 19325150"
"00028711"
"1938243X, 00989134"
"15401391, 15401383"
"21611882, 10990399"
"15347346"
"-"
"10427260"
"21660468, 21660476"
"10443894"
"15320820"
"15433633, 15433641"
"10465715, 08826110"
"15244695"
"1547139X"
"-"
"-"
"15527409, 08943184"
"20908873, 20908865"
"15382931, 15389774"
"07302347, 15266702"
"-"
"01635808"
"15360067, 15352188"
"-"
"0031921X, 19434928"
"00317217"
"15322459, 10916466"
"1063777X"
"1545696X, 08976546"
"21551200, 21551197"
"21576475, 01924036"
"00185345, 23279834"
"1538067X, 10921095"
"15525996"
"19313918"
"07474946, 15324176"
"00219665, 1945239X"
"19398298, 00029556"
"10567941"
"10973729, 0040165X"
"8756971X, 19436270"
"19342608"
"21535493, 21535515"
"17454514, 01458884"
"15470091, 19353804"
"02780097"
"15444538, 07347324"
"1432881X, 14322234"
"10893393, 15316572"
"15729001, 10400400"
"20901453, 20901445"
"00247766"
"07308000, 19436319"
"17442591"
"-"
"-"
"15473317, 05872871"
"15737705, 10647570"
"19493770"
"21610363"
"18749380, 1099209X"
"23267852, 23267836"
"07318898"
"23791357, 21653984"
"15441458, 19396104"
"-"
"21662746, 21662754"
"10774114, 15363678"
"1930613X, 00264075"
"1469672X, 02646838"
"15371611, 15220443"
"15219437"
"20574347"
"-"
"-"
"-"
"10298649"
"08891583, 10958681"
"01687034, 15730700"
"19343876, 00219231"
"-"
"10752846, 19426720"
"10668926, 15210413"
"-"
"04866134"
"21540217"
"03639568, 15505103"
"01461109"
"03610470"
"0377919X, 15338614"
"15379418"
"19382707, 00099228"
"00657778"
"19455763, 10820744"
"16805348, 10204989"
"1938971X, 19389728"
"08917736"
"19361963, 19361955"
"07393172, 15587983"
"19429347"
"16121872, 16121880"
"15475913, 10668527"
"15327019, 10508422"
"1098898X, 10897860"
"15269248"
"08915245, 1532656X"
"10933263, 18734243"
"19390211, 1939022X"
"15435075, 15435083"
"15304388"
"20959230, 20959184"
"16787714, 16787544"
"14799855"
"07481756, 19476302"
"-"
"1544046X, 15440478"
"1748720X, 10731105"
"19317603, 21510733"
"17461987, 17461979"
"18671764, 18671772"
"-"
"00934666"
"15471063, 15510018"
"08971900, 15311937"
"03615235, 1543186X"
"15376176"
"-"
"10719458"
"-"
"10518223"
"0278081X, 15315878"
"15361098"
"-"
"19323883, 10787496"
"1067828X"
"-"
"19349297, 19349300"
"-"
"14682230, 00267961"
"08949085, 15736563"
"19430663"
"14708744, 08854513"
"17510813, 00050423"
"-"
"-"
"20461488, 2046147X"
"-"
"15602303, 00913286"
"19491190, 19491204"
"21558264, 21558256"
"14381435, 10703004"
"19407963, 19407971"
"19402473, 0887302X"
"-"
"-"
"-"
"15482634, 00323888"
"14782189"
"15587460, 15587452"
"21506698, 00990086"
"15591131"
"00415995, 15739376"
"03069877, 15322777"
"15390683, 0361929X"
"14346060"
"14740222"
"15723887"
"02780771"
"19382405, 01913913"
"19390807, 19392346"
"15332659, 15332640"
"-"
"15356302, 03630188"
"15581195, 10493301"
"-"
"0886571X"
"1744795X, 02557614"
"17298806"
"21678375, 21678383"
"02756382, 1939165X"
"08931321"
"-"
"25742981, 2574299X"
"13698249, 1743968X"
"15452298, 0145935X"
"15653633, 1687479X"
"07495161, 15351815"
"-"
"20901712, 20901720"
"21556857, 21556849"
"10884173"
"-"
"11793201"
"15733270, 10900586"
"-"
"10799893, 15324281"
"-"
"00182168"
"07397046, 21533393"
"-"
"-"
"17446163, 00315990"
"10442073"
"00220337, 19307837"
"0010096X"
"1520636X, 08990042"
"15533077"
"10903941"
"-"
"1537162X, 03625664"
"-"
"10837450, 10979867"
"08858608"
"03587024, 14586126, 14550725"
"10970339, 87551039"
"1477092X, 10781552"
"21553858, 21553874"
"15513947, 15513939"
"-"
"-"
"15336808, 08878722"
"0885985X"
"1944687X"
"08878013, 10982825"
"18734499, 08997071"
"-"
"21676445"
"01608061, 15408604"
"10492275, 15363732"
"-"
"15456854, 03607283"
"1540496X"
"1552826X, 10468781"
"1470594X"
"-"
"15516776, 2331348X"
"15737357, 00222291"
"07364679, 10901280"
"00220736, 15328430"
"15733564, 00220116"
"21987505, 21987491"
"0011393X, 18790313"
"07356161"
"10523928"
"23294221, 23294124"
"15361055"
"01900528"
"20436858, 09504222"
"20900414, 20900406"
"15346501, 15523802"
"13438786, 14798298"
"21529620"
"15257401"
"-"
"-"
"15408558, 10509674"
"08974438, 15286983"
"21906491, 21906483"
"10502556, 15404811"
"15329283, 13608592"
"15729516, 00159018"
"0002838X, 15320650"
"14778696, 00431656"
"10514651"
"21535434, 21535477"
"15271919, 00182702"
"0958305X, 20484070"
"08911150"
"-"
"15411095, 0361526X"
"-"
"18604749, 10009000"
"16879368, 16879376"
"10908471, 15206564"
"15393429, 14708175"
"24736988"
"-"
"2379139X, 23791381"
"1558688X, 00315125"
"10967508, 15592448"
"21579857"
"10530797, 15733351"
"21689105, 21689113"
"15397742, 15397734"
"10725520"
"08988838, 15578917"
"02763893, 1540353X"
"08875367, 15272001"
"00178012"
"10648208"
"15563839, 07340168"
"0008400X, 18792669"
"19432704, 10447946"
"00430617"
"15206629, 00904392"
"02697580"
"00963941, 23249250"
"15563790, 15563804"
"15430790"
"17585872, 17585864"
"20901488, 20901496"
"-"
"19436149, 19436157"
"15327817, 10489223"
"1537209X"
"20952767, 20952759"
"-"
"00485764"
"10704698"
"19424051, 14926156"
"-"
"16438698"
"-"
"21688605, 87568705"
"0034673X"
"14780917"
"23637692, 23638338"
"15358283, 00668435"
"10792082, 15352900"
"00332941, 1558691X"
"10970029, 1059910X"
"2193634X, 21936331"
"00220426"
"10835423, 19433999"
"01458876, 17454530"
"19447450, 19447442"
"00771554, 1547738X"
"00286087, 1080661X"
"15261719"
"21530785, 21530793"
"20570481"
"19365810, 19365802"
"10401237, 15473325"
"-"
"15224880"
"08909091"
"08973962"
"08927553, 15728889"
"16875389, 16875370"
"16629647, 1662971X"
"15299074"
"21582505"
"15848574"
"23779098"
"08974454"
"-"
"19366450, 19366442"
"15404102, 10454446"
"-"
"15578682, 15270297"
"00049530, 17429536"
"00222895, 19401027"
"10934529, 15324117"
"00933813, 19399375"
"20551029"
"21501378, 21501386"
"0040585X, 10957219"
"-"
"15365026"
"21676437, 00222984"
"23789638, 2378962X"
"19391331, 07369735"
"15324265, 01900692"
"-"
"-"
"19359764, 19359756"
"00382876"
"14712865, 13582267"
"17497345, 08938849"
"15325725, 10783903"
"15232867, 15581160"
"-"
"-"
"-"
"19444079"
"02728397, 15480569"
"21623104, 21663750"
"10645462, 15309185"
"00037028, 19433530"
"22121099, 22121102"
"15503259, 02718294"
"19364792, 10538801"
"-"
"15525767, 15525775"
"1538974X, 10633685"
"15738698, 10792724"
"10587187, 15487458"
"19382464, 19404921"
"07477171, 1095855X"
"15736571, 00224197"
"08912416, 15525414"
"15728803, 15711013"
"-"
"14602687, 13697072"
"23273097"
"15253511"
"01445987"
"15443965, 15443558"
"-"
"16879597, 16879589"
"15434508, 15434494"
"10846654"
"15541908, 15587940"
"19351232, 19412010"
"20900597, 20908016"
"01926187"
"1552650X, 00221678"
"15226379"
"20501161"
"-"
"10958614, 03057488"
"07339402"
"24731242"
"10760296, 19382723"
"21524998, 21524971"
"1869408X, 18694098"
"10963677, 07496036"
"00221058"
"-"
"10454403"
"10960279, 10465928"
"15569845, 15590879"
"23798793"
"-"
"17540178, 14794802"
"00221511"
"00218669"
"15235475"
"-"
"23744383, 19489145"
"-"
"-"
"-"
"02763869, 15409597"
"15356337, 00113840"
"00100994"
"15361004, 08993459"
"00653195"
"07461739"
"00255564"
"15527840, 15413446"
"10689583, 15733572"
"10528725"
"01693816, 15730719"
"-"
"-"
"23301619"
"10456635"
"19329423"
"19364733, 10461310"
"00084174, 19119828"
"15523020, 08861099"
"00380253, 15338525"
"21600031"
"-"
"-"
"15406245, 00218529"
"08948569, 16078462"
"07423225, 19383800"
"1083446X, 15259153"
"25730142"
"0107055X, 17561051"
"2333794X"
"19435681, 00029645"
"-"
"15533514, 15533506"
"08842175, 15526909"
"19450079, 10570837"
"16623592, 15755460"
"2156907X, 21585644"
"00031453"
"14735628, 01433636"
"17556678, 17556686"
"19446586, 19488270"
"09579664, 14712857"
"00029505"
"21945411, 21945403"
"19361270"
"00074861, 14320800"
"00262803"
"23265108, 23265094"
"24697249"
"00178063"
"22135960"
"20951698, 20951701"
"10958320, 10451056"
"-"
"02705257"
"15736555, 00906905"
"-"
"21537933, 21537658"
"21557780"
"09552359, 14774674"
"17513928, 13441698"
"15453421"
"15327590, 10447318"
"-"
"19434588, 19434596"
"15256006, 10641963"
"22149996"
"03630242, 15410331"
"00991112"
"21628777, 21628769"
"03639045, 15205762"
"23248823, 23248831"
"08912017, 15309312"
"19362684, 10445110"
"21640300"
"15334678"
"15269523"
"15432777, 07365829"
"08866708"
"07437315, 10960848"
"1042346X"
"15330338, 15330346"
"2330443X"
"-"
"00949930, 15288978"
"09603271"
"20950233, 20950241"
"00048658, 18379273"
"15394492"
"20089163, 22516832"
"18637345, 15477037"
"1059924X, 15450813"
"15321940, 02664356"
"19367228"
"02712075, 1099162X"
"-"
"15594106, 19348630"
"20585543"
"1070986X"
"1532415X, 03610926"
"-"
"15482324, 03636445"
"10961178, 08855765"
"1533287X, 15332861"
"00220434"
"19395981"
"15731413, 1386145X"
"-"
"22111662, 22111670"
"17513065, 17513057"
"15733475, 10580476"
"01292986, 17420911"
"19328486, 19328494"
"10497315, 15527581"
"15596109"
"15357511, 15357597"
"03611981"
"1931762X, 19317611"
"11745398, 21596816"
"-"
"09520767, 17494192"
"-"
"00218995, 10974628"
"01614754, 15326586"
"00900656, 19374518"
"15383199, 15385442"
"09594965, 1473558X"
"01606972"
"03604918"
"17446198, 00296473"
"20902212, 20902204"
"10849785, 15578852"
"00062928, 15734927"
"16876377, 16876369"
"00652423"
"20901976, 20901968"
"18099777, 18094864"
"1547769X, 15562891"
"00130001, 18749364"
"21606463, 21606455"
"15590305, 10736085"
"01603477"
"15309827"
"17416469, 02666669"
"00422533"
"05361486"
"15452301, 07317115"
"10105395, 19412479"
"14211750, 23740280"
"00239690, 10959122"
"15283984, 01974572"
"00038121"
"07359640, 1556469X"
"20908601, 2090858X"
"15313204"
"00219983, 1530793X"
"17412889, 13674935"
"1085794X, 02750392"
"15220613"
"-"
"00295450"
"15321738, 10820132"
"00910260"
"10959912, 10685200"
"00224545, 19401183"
"10530479"
"15578666, 10665277"
"08958831"
"10685502"
"10926771, 1545083X"
"14710307, 1364727X"
"15584046, 15407993"
"19450508, 19450494"
"10813810"
"00028762, 19375239"
"15577708, 10755535"
"0015749X"
"0039128X, 18785867"
"15256480, 15256499"
"11786302"
"19349254, 19349262"
"15523578, 10693971"
"23279095, 23279109"
"08258597"
"19320248, 19320256"
"15322386, 10942912"
"0887137X"
"16712234"
"02732289"
"-"
"00028177, 19434723"
"15459616"
"21682372"
"15526283, 15526291"
"14733250"
"08985669, 1538005X"
"08948453, 15733548"
"15430154, 08858195"
"08963746, 15505081"
"15589447, 15589455"
"15590720, 01634984"
"10420533, 15206300"
"14320541, 01784617"
"17585740, 17585732"
"16433750, 12341010"
"01619268, 15505014"
"15457230, 10429670"
"15582914"
"1547500X"
"07424477, 15206297"
"-"
"10958541, 00225193"
"15323145, 03638715"
"15293785, 1557945X"
"-"
"16157109, 12034754"
"16878736, 16878728"
"10902651, 08905401"
"00050067, 17429544"
"15288897, 07424787"
"09730745, 09713557"
"-"
"0018019X, 15222675"
"23798068"
"2372952X"
"14684233, 03010066"
"15332918, 1533290X"
"23789506"
"02194988"
"15375315, 10585893"
"10923152"
"15729915, 03007839"
"18736963, 09652299"
"16147839, 2196999X"
"21926395, 20950055"
"2169141X, 21691401"
"17681448, 13142615"
"10628592, 15381951"
"15456846, 00378046"
"10921648"
"02784297, 15509613"
"10436596, 15527832"
"10543406, 15205711"
"15329356, 07362994"
"-"
"19757220, 02561115"
"20427158, 00223573"
"00265535"
"10710922"
"1099498X, 15212254"
"23248858, 23248866"
"10726691, 15506150"
"03438651, 14320991"
"10708022, 15365166"
"00222852, 1096083X"
"1536125X"
"17404762, 17404754"
"87567938, 15206033"
"15375404, 00377961"
"19449097, 0362028X"
"19329261, 1932927X"
"19412789"
"15380688, 0190535X"
"23262133"
"07342101"
"15593940, 21575452"
"10982353, 08973806"
"07380151, 15732797"
"-"
"15322262, 07366299"
"13876988, 15725448"
"15404749, 10875301"
"23294922, 23294906"
"19341482, 19341563"
"02724324, 15728986"
"10781919, 15327949"
"20101325, 20101333"
"21675112, 19375867"
"14321432, 00222844"
"-"
"-"
"00189464, 19410069"
"26405237, 26405245"
"15332683, 15332691"
"03632415, 15488446"
"-"
"15450821, 08959420"
"0959289X, 15323374"
"10693629"
"19406029, 10643745"
"10746846"
"13284207, 17429552"
"10615377, 15384683"
"16155947, 08905096"
"15736725, 08857466"
"-"
"10970126, 09598103"
"1948822X, 23342315"
"2192113X"
"15590283, 10859195"
"-"
"00905550, 19391544"
"15414167, 15210251"
"00458511"
"15288943, 00221481"
"19433638, 00090352"
"07453515"
"15206750, 0894069X"
"15404196, 15578518"
